Comment,Compound,Positive,Neutral,Negative
"The coronavirus has led Airbnb to create a co-branding campaign with Zoom to bring users a new platform called Online Experiences, where they can book virtual tours or classes. These experiences are held on Zoom, creating an experience connected to both companies. @Jenkins11Mason",0.5106,0.099,0.901,0.0
"I put on lipstick and booked an Airbnb experience making sangria with 7 drag queens This has nothing to do with Clorox wipes, but I felt you needed to be included So, grab a bevy bby ",-0.1154,0.0,0.955,0.045
Beach Airbnb?!? Wassup ,0.0,0.0,1.0,0.0
"I hope this COVID-19 ends before my bfs 21st, so we can still get the beach cabin or the airbnb :/",0.128,0.124,0.773,0.103
'Extremely disappointing': Labor senator had guests at Airbnb despite holiday travel ban == typical attitude of a Labour senator and probably many other senators from most parties -- DO AS I SAY NOT WHAT I DO,0.566,0.155,0.786,0.059
"If New York is still on lockdown come June, where should I Airbnb this summer?",0.0,0.0,1.0,0.0
I think about my dream Airbnb site and how it burned in one of the California fires so often ,0.25,0.105,0.895,0.0
Me n my friends got a Airbnb for the whole weekend and gone play bad girls club ,0.25,0.262,0.571,0.167
"I booked a condo in Hawaii, paid $3136 in full, Vrbo said refunds are up to the homeowner, no refund ( not even the cleaning fee) and no rescheduling. Lots of complaints #boycottvrbo",-0.7269,0.0,0.792,0.208
Jozaida got us an airbnb and is spoiling tf out of me..talk about i love it here!,0.6696,0.23,0.77,0.0
So I had an amazing trip to Paris in about 10 days. It’s been canceled. With the whole COVID19..Understood.. airline: money back. Excursions: money back. @Airbnb : no refund! Cause I canceled too soon! Well sorry for canceling when my airline canceled my flight. Can’t believe it!,0.6746,0.139,0.791,0.069
Saving my lil money for 4/20 I’m thinking bout getting a Airbnb,0.0,0.0,1.0,0.0
Have you tried Airbnb? Sign up with my link and you will get up to R797 ZAR off your first trip. ,0.0,0.0,1.0,0.0
"Silver Lake only comfortable w/ secured debt on Airbnb, yet equity on AMC..",0.5423,0.324,0.541,0.135
"Welp, there go our summer plans. If things get better with COVID-19, maybe we'll still be able to do the cross-country road trip and college visit part of the plans, despite @AnimeExpo being cancelled. Just as well I didn't make AirBnB reservations. ",0.6946,0.151,0.849,0.0
Rental rooms to avoid ‘coronavirus divorces’ Kasoku a Japanese version of Airbnb has found a new revenue stream during the Covid-19 The startup is offering accommodation for frustrated husbands or wives sick of being at home with their spouses with a 3minute divorce consultation.,-0.836,0.0,0.81,0.19
"Piss off! Besides, that f bomb is going to look wonderful on your job portfolio! HAHAAHAHAHAHAHA!!! NOT!!",-0.5216,0.156,0.547,0.297
Airbnb u suk,0.0,0.0,1.0,0.0
Airbnb was like 10% right? What did AMC borrow at?,0.4329,0.241,0.759,0.0
Lime Luxury Housing http://bit.ly/limeluxuryhousing Reservation http://bit.ly/LimeLHReservation #Corporatehousing #FullyFurnished #ShortTermHousing #Accommodations #Airbnb #Travel #TemporaryHousing… https://www.instagram.com/p/B_Go573psEd/?igshid=13q3x8xji630d,0.0,0.0,1.0,0.0
 airbnb is now i miss turning up,-0.1531,0.0,0.758,0.242
Putting on Airbnb.,0.0,0.0,1.0,0.0
"That is bad for business. Flip side, people over leveraged on rental properties are getting absolutely hammered.",-0.5423,0.0,0.821,0.179
I just need to know when Atlanta open up so i can go to my Airbnb and turn up lol,0.4215,0.141,0.859,0.0
Like really @Airbnb you won’t refund me cause I canceled too soon?!? Well guess they need the $250 more then me! It’s not even about the money. It’s just mind blowing that canceling too soon with a pandemic occurring is even a valid reason. Just so upsetting.,-0.3259,0.11,0.811,0.079
say less sis I’m on it now.. Airbnb or room?,0.0,0.0,1.0,0.0
"We got our refund for airbnb already, but I was really looking forward to be there in person for the draft",0.0,0.0,1.0,0.0
Also Airbnb had some of these types of details since pretty early on.,0.4939,0.211,0.789,0.0
@_taylor__lewis_ i miss u n you’ve only been at work like 3 hours... come back n b impulsive w me ! i found more airbnb’s:/,0.2942,0.152,0.761,0.087
Remember when you spilled red wine on a white couch at that AirBnB,0.0,0.0,1.0,0.0
I think this is motivated reasoning. I'm considering that these landlords might not want to sell in a buyer's market. Or all of the Airbnb houses that will convert to rentals during this time as possible factors. Or just that other investors might be willing to take on the risk.,0.1724,0.058,0.877,0.065
"#Airbnb in #Mexico during #COVID19 - ""Non-essential leisure or business travelers — that is, anyone not assisting patients in the coronavirus crisis — are banned from booking homes and apartments until April 30.""",-0.7964,0.0,0.798,0.202
Recreate Travel Experiences at Home With Airbnb’s New Online Platform. https://bit.ly/3eaZpXK #airbnb #travel #experience,0.0,0.0,1.0,0.0
Fantastic #reporting! What do good companies and people do in the time of crisis vs those who put $ahead of being #morally just. #boycottvrbo #boycottexpedia @vrbo @Airbnb @Expedia,0.4003,0.189,0.697,0.114
"Yeah, no AirBnB. Condo board doesn't allow it. It became a ""surplus"" home not because I purchased it for rent, but because my wife and I finally were able to move to a rural location with less sensory stimulus, something VERY important to our autism spectrum brains.",0.5277,0.113,0.825,0.062
Airbnbが契約社員をレイオフ、夏のインターンシップもキャンセルへ https://jp.techcrunch.com/2020/04/18/2020-04-18-airbnb-lays-off-contractors-and-cancels-summer-internships/?utm_source=SocialDog,0.0,0.0,1.0,0.0
"whenever you travel don't rent a hotel rent a house, get $35 off your first stay go airbnb copy and paste&gt; http://www.airbnb.com/c/rlenard ..",0.0,0.0,1.0,0.0
See if Airbnb taking bookings. Know we loud and ghetto ,0.0,0.0,1.0,0.0
Airbnb and VRBO Refund Policies During Coronavirus Are Bad -- Avoid Booking ,-0.6908,0.0,0.637,0.363
@AirbnbHelp My host was fraudulent and I've yet to receive any compensation from Airbnb. I've already had several case managers tiptoe around the situation and basically tell me I can't get any refund because the host refuses to.,-0.4939,0.0,0.918,0.082
SQL(シークエル) Twitter(トゥィター) Airbnb(エアービーアンドビー) Linkedin(リンクトイン) ASUS(エイスース) 読み方色々ありそうなもの,0.0,0.0,1.0,0.0
"“Did I intend to stay there for seven years? Hells no. But man, it’s a tough place to leave.” Five Questions on Startups, Newsletters & Life Post-Airbnb w Lenny Rachitsky ",-0.3291,0.0,0.878,0.122
@Airbnb turns out I’m just bad at picking! Any tips appreciated ,-0.126,0.205,0.559,0.236
"Ya cancele todos mis Airbnb de LAX, ni europa, ni lax, ni nada, perra madre ",0.0,0.0,1.0,0.0
An Airbnb “super lobbyist” is begging the Liberals for a bailout. Add your name to stop them: http://act.leadnow.ca/covid-19-airbnb/ #covid19canada,-0.3818,0.0,0.816,0.184
"2chainz gets into the investment game by dropping serious racks into Turo, the ""AirBnb of cars."" ",-0.0772,0.0,0.92,0.08
"Don’t be rude. The pandemic caused Comic Con to be cancelled. The reservation was for my attendance to Comic Con and not for anything else, so yes—I am entitled to my money for an event no longer available.",-0.5908,0.054,0.78,0.165
３時間しか寝なくても大丈夫な方法まとめ,0.0,0.0,1.0,0.0
リンボーダンスで生活だけでしてみた結果wwwwwww,0.0,0.0,1.0,0.0
"女子高生の制服を盗んでいたアイツの""別の素顔""",0.0,0.0,1.0,0.0
おはようございます。本日も作業スタートです #今日の積み上げ ・ #codebegin Airbnbサイト模写 ・オンラインもくもく会 ・YouTube動画勉強 戦略的に考えながらラクにいきます。,0.0,0.0,1.0,0.0
Ahí está busca Airbnb ya tenemos el Corillo,0.0,0.0,1.0,0.0
"Airbnbが契約社員をレイオフ、夏のインターンシップもキャンセルへ / April 18, 2020 at 09:30AM #TechCrunch_Japan https://tcrn.ch/34LgEKI",0.0,0.0,1.0,0.0
