Comment,Compound,Positive,Neutral,Negative
"In England, an Airbnb landlord ""flagrantly put at risk people's safety with his desire to make money"", a Crown Court Judge said #airbnb #illegalhotels #torquay #healthandsafety #universalhotelact https://lnkd.in/eTaP23r",0.5267,0.174,0.759,0.066
How to find hidden cameras in your Airbnb rental ,0.0,0.0,1.0,0.0
"""The most famous ship that didn't sink"" to get second life as a hotel, or an Airbnb ",0.0,0.0,1.0,0.0
Can a $500 million renovation turn this historic ocean liner into a hotel or Airbnb you would stay at? ,0.0,0.0,1.0,0.0
"Outraged that @Airbnb won't give full refunds for those who booked homes ($7000+) for @coachella weekend! The County of Riverside/Health Officials said it's not safe, airlines are giving full refunds, but @Airbnb would rather benefit off the crisis and their customers safety??! ",-0.7047,0.107,0.695,0.198
yooo airbnb must be flailing rn with corona or are yall still staying in people's houses?!,0.0,0.0,1.0,0.0
"Forget about staying in your dream home, now you can build the place of your dreams with Airbnb's ""Unique Airbnb Fund!"" pic.twitter.com/CJYLNP2lr0",0.4753,0.193,0.734,0.073
I JUST OFFICIALLY BOOKED OUR AIRBNB FOR NASHVILLE!!!!!!!,0.0,0.0,1.0,0.0
"I have used @Airbnb in the past, but I can’t say I’ll utilize their services again. Due to #SXSWCancelled, myself and @RifewithKatie had no recourse but to cancel our trip and the host Stuart has declined a full refund. This is disappointing and I recommend avoiding his listing.",-0.8573,0.059,0.71,0.231
Nah Airbnb sex takes the cake and eats it too ,-0.1027,0.0,0.865,0.135
The fun of using Airbnb. #cochella mess. #coronavirus nightmare. #music,0.2023,0.239,0.58,0.181
"Armed with video of nightmare Airbnb party house, Lincoln Park alderman aims to bolster city regulations. ",0.4019,0.153,0.847,0.0
Coachella ticket and airbnb refund is about to be tax return 2.0,0.0,0.0,1.0,0.0
Do you have to pay a special premium to get the ‘Break up’ Airbnb? #TheBachelor,0.3182,0.168,0.745,0.087
"Dear @coachella, please advocate and work with @Airbnb to give us back our full refunds if they cannot guarantee adjustment accomodations of our current reservations. They are currently denying California as not meeting their criteria for the exenuating circumstances of COVID-19.",0.1926,0.106,0.804,0.09
"Id be hot if I booked airbnb, flight all dat lol ",0.4215,0.237,0.763,0.0
Church of 8 wheels to get evicted and turned into a 36 room AirBnB hotel. Anyone stopping this @DeanPreston ?,-0.1531,0.0,0.909,0.091
There’s a google form,0.0,0.0,1.0,0.0
@Airbnb @AirbnbHelp so yall are refusing full refunds to booked coachella housing even though Riverside county declared a public health emergency and there are already CONFIRMED cases of COVID-19 in coachella valley??? u put an extenuating policy that literally helps nobody besid,-0.5429,0.057,0.81,0.134
".@Airbnb has agreed to refund two customers quarantined on the Grand Princess in Oakland after initially denying the travelers their money back, saying they needed more documentation. ",0.4019,0.162,0.762,0.076
"As COVID-19 spreads, online travel sites face challenges as bookings slump; Airbnb launches ""More Flexible Reservations"" to refund guests more easily (@eringriffith / New York Times) https://www.nytimes.com/2020/03/10/technology/airbnb-hosts-coronavirus.html",0.6353,0.212,0.788,0.0
Airbnb hosts are being asked to do the unthinkable to stem losses from cancellations during the coronavirus crisis — find long-term renters. https://www.nytimes.com/2020/03/10/technology/airbnb-hosts-coronavirus.html?referringSource=articleShare,-0.7783,0.0,0.746,0.254
"It’s all comes out in our favor, especially if they follow through with postponement. I’d rather lose Airbnb money than spend thousands on my mother’s hospital bills or her funeral if she catches the virus from all the people coming from all over the world creating a petri dish.",-0.0772,0.091,0.813,0.096
Got bodied this weekend - Parking ticket at Airbnb - Coronavirus killed plans - Lost ~$10K in income from missing work - Someone put a hole in the wall at the Airbnb Still happy with the event we did get - it was phenomenal! Was really nice to spend time with everyone too! ,-0.4197,0.116,0.719,0.164
Airbnb creates $1M competition to build fantasy homes https://trib.al/mAkOGV0,0.2732,0.208,0.792,0.0
"Learn how #tech is taking leadership on addressing #COVID19 here in San Francisco and elsewhere. Read about the #coronavirus responses of companies @Airbnb, @AlaskaAir, @Dropbox, @Facebook, @Google, @Microsoft, @Pinterest, @Postmates, &amp; @Twitter",0.0,0.0,1.0,0.0
Airbnb tweaks its refund policy to adjust for coronavirus cancellations ,0.0,0.0,1.0,0.0
There is an SNP Council in our capital. Why is it letting City parks to London scam artists. Why is it closing local bus services. Why is it expelling locals by allowing excessive Airbnb? Why is it subsidising company central to Amazon forest burning? Just asking. ,-0.7149,0.033,0.837,0.13
aussie harries travelling together n staying in an airbnb together ,0.0,0.0,1.0,0.0
Airbnb’s really use to be it a few years ago for any size group or duration. Now they’re mostly ideal for large groups or extended stays bc of the greed.,0.1779,0.103,0.816,0.082
Yes bc Airbnb’s wanna charge a $100 cleaning fee AND service fee..... ,0.4019,0.213,0.787,0.0
"A historic ocean liner may get a second life as a hotel, or an Airbnb, as a real estate developer embarks on a $500 million renovation of the ""most famous ship that didn’t sink"" ",0.0,0.0,1.0,0.0
These Airbnb niggas keep texting me about stuff that’s broken. I just deleted the app.,-0.6705,0.0,0.686,0.314
"In Tokyo, one Airbnb host lost around $2,000 worth of bookings in January, $10,000 in February, $25,000 so far in March and $40,000 in April. @eringriffith on the toll",-0.1027,0.061,0.865,0.074
just copped the Airbnb for Deja who tryna come? ,0.0,0.0,1.0,0.0
"With travel shutting down, what happens to Airbnb, http://Booking.com VRBO and the mini-economy of hosts, cleaners and management companies that depend on them? https://www.nytimes.com/2020/03/10/technology/airbnb-hosts-coronavirus.html",0.0,0.0,1.0,0.0
"Thanks to my @Airbnb host Bolesław for allowing us to cancel our #Gdynia2020 rez without penalty. As #CoronavirusOutbreak worsens, how we treat each other in day-to-day life will determine how deep this crisis actually gets. Be kind and understanding as much as possible.",0.1293,0.2,0.627,0.174
my airbnb is a dream ,0.25,0.4,0.6,0.0
your mcm said he was staying at his house til april 3rd due to the coronavirus scare but just extended his airbnb in san juan to the 4th. focus on yourself,-0.2732,0.0,0.935,0.065
okay but like airbnb full of gays for LA pride? who’s in??? ,0.8299,0.493,0.507,0.0
" THIS SATURDAY 03/14 FREE DAY PARTY @2 FREE AIRBNB KICKBACK @9:30 EVERYBODY FREE, EVERYBODY INVITED #SSU #SSU23 #SouthernNotState",0.948,0.526,0.474,0.0
it’s really wack that people on airbnb don’t uphold their end of the bargain on breakfast,0.2023,0.107,0.893,0.0
 @Airbnb should add an option for people in the #CambridgeMA area (+ others) to post available rooms free of charge for #Harvard students who can’t get home #COVID19,0.5106,0.109,0.891,0.0
Me pretending to be sad about Coachella getting pushed back knowing I need that Airbnb money back ,-0.4019,0.076,0.757,0.168
I don't like to be public with anything but @FTHTravis and @xBAMSTR owe me a total of $280 or $140 each for the airbnb last weekend. They have refused to dm or update me and i have been more than generous. I'll tweet this everyday idc i have bills and stuff to pay plus a kid otw.,0.2293,0.083,0.816,0.101
I've still yet to get a response from @Airbnb @AirbnbHelp despite this being on the front of your page. Still would like my rest of my refund. Seems like a lot of others aren't getting refunds on the support forms either despite you saying you will.,0.7717,0.158,0.842,0.0
"When the niece of guests quarantined on the Grand Princess said #Airbnb refused to refund their upcoming stay without documents they simply could not get, @nbcbayarea's Investigative Unit found it appeared against company policy on outbreaks. #coronavirus",0.2023,0.075,0.871,0.055
We’ve just #SOLDOUT the @TheCedar this Sunday night! Thanks everyone We also have a brand new AirBnB Sessions video in YouTube!!! Check out our version of Caledonia https://youtu.be/K_PfOeEWIcE,0.6209,0.135,0.865,0.0
"Kids who are unable to go home due to whatever reason better be given some money to book a flight, hotel or airbnb bc that is unacceptable.",-0.0258,0.097,0.803,0.1
How many people can you stuff into an Airbnb party house? Watch this video and try to count. Lincoln Park Alderman Michele Smith distributed the footage yesterday as she aims to beef up Chicago’s short-term rental ordinance. ,0.4019,0.07,0.93,0.0
Renting out my 3 bedroom house on AirBnB. £40 a night per person DM if interested ,0.4019,0.172,0.828,0.0
Opportunity for big brands to really do good right now. Some examples: @Airbnb to open up to all the people displaced @BrightHorizons or @CareDotCom to help w/ children when schools are shut down @Headspace or @talkspace to offer free subscriptions to help with anxiety,0.9182,0.27,0.699,0.031
If anyone needs a place to stay for @UbbiDubbiFam I have two spots in my Airbnb with my friends!! Were super friendly hmu for details !!! @TexasEDMFamily,0.9075,0.341,0.659,0.0
"Where to stay: We stayed at a 2 bedroom AirBnb that was 9 k per night. So the four of us paid 2,250 bob per person per night. Here’s a link to the crib https://abnb.me/RNkB4CI2J4",0.0,0.0,1.0,0.0
I love my Airbnb near the Emory campus. Maybe I can just move into their garage permanently? ,0.6369,0.231,0.769,0.0
I feel like this DVD player in my AirBnB is speaking to our times. ,0.3612,0.172,0.828,0.0
"Some of the most famous platform businesses include Uber, Airbnb and Amazon... Could they - or an equivalent - be co-operative owned? In tomorrow's free webinar @SignCo_io &amp; @equalcarecoop will talk #platformcoops. Sign up now: http://uk.coop/uniting-co-ops/events-calendar/webinar-starting-platform-co-op-11mar20",0.5106,0.091,0.909,0.0
LOOK AT MY AIRBNB TONIGHT SO NICE #DiraxAirbnb,0.7542,0.438,0.562,0.0
"me (exploring our AirBnB): wow this apartment comes stocked with food! boyfriend: really? me: yeah. there’s bread, milk, fish...this is so— boyfriend: that’s just food left behind by previous guests. me: —suddenly, inexplicably gross.",0.5378,0.162,0.762,0.076
"Wow You find some interesting places on AirBNB Your very own spaceship... Landed in #Scotland Sound of Mull, What a perfect place to land #Travel #wanderust #traveltribe #traveler",0.8807,0.298,0.702,0.0
"You see, the thing with AirBnB is that they bamba you with the cleaning &amp; service fees.",0.0,0.0,1.0,0.0
Dear Mr Eric Bana. Tonight I’m sitting in an Airbnb in Tasmania watching “Love The Beast” - this cud be the tenth time - maybe the last (I’m old). A million thanks. I’m emotional. Love the car - and ya dad is pretty damned cool! Respect. @EricBana67,0.9485,0.349,0.606,0.045
"While in Denmark, I booked Hse No. B8 at Thindigua Heights and Suites, through @Airbnb, for the period between 10th March and 31st March. I then paid, through @AirbnbHelp, a total of 4773DKK (USD 730). Today, I landed in the country with my 3 kids... https://m.facebook.com/story.php?story_fbid=2548820962067536&amp;id=2158698834413086",-0.296,0.0,0.948,0.052
Airbnb has agreed to refund two customers quarantined on the Grand Princess in Oakland after initially denying the travelers their money back saying they needed more documentation. http://nbcbay.com/GiHvl7W via @CandiceNguyenTV,0.4019,0.148,0.783,0.07
My bf being typically helpful when I ask if i should get an Airbnb when I get home (also sweet) ,0.4215,0.149,0.851,0.0
wondering why i was getting rejected on airbnb and i realize this was my avi ,-0.5106,0.0,0.784,0.216
You may be making Airbnb quite popular in HK with this tweet you know,0.4754,0.192,0.808,0.0
hear me out would anyone be down to get a Airbnb in Malibu or Santa Monica in the summer for a weekend? ,0.0,0.0,1.0,0.0
"Dear God. ""I had to scream at the people in the Airbnb apartment, ‘Get out! There’s a fire above you!' They didn’t leave until they felt the water from the firefighters coming down on them."" ",-0.2924,0.116,0.715,0.17
Just want her* to text me back *my Airbnb host who hasn’t given me clean up instructions,0.4588,0.211,0.789,0.0
would it be bold of me to ask the Airbnb host to send me the sheets that she’s charging me for bc I got makeup on it if I’m paying you $60 for it I at least want them myself,0.4404,0.098,0.902,0.0
Alright who wants to pitch in for a huge airbnb and make Goldchella a thing,0.5106,0.281,0.719,0.0
in LA and I just might have the worst airbnb hosts but let me try not to let this ruin my trip ,-0.8689,0.0,0.683,0.317
"Final Announcement for tonight! And well he does have the book... The Main Event of #AirBNBWrestling is an AirBNB Brawl with @Natty_light_HW in the main because he’s the booker vs an undetermined opponent! Live from TBD In Tampa, Fl Apr 4 at 5:13 pm",0.3987,0.06,0.94,0.0
Another loss in another court for @Airbnb @AirbnbCitizen And another lawsuit worth following #HotAirbnb https://go.shr.lc/2vS97Ng via @shareaholic,-0.3182,0.095,0.697,0.209
"Another challenging reality for some of us. Since my own children are doing their own home learning on our small Airbnb, I often work from #McDonalds! Great free wifi. The #coffee has grown on me! #HomeLearning #onlinelearning #COVID2019",0.8619,0.22,0.78,0.0
I believe I’ll be landing right in time to do it! It won’t be a smoking one but I will pop on to say hello! A makeup livestream will happen when we’re at the Airbnb a few hours later ,0.0,0.0,1.0,0.0
"a pandemic is right on time. we are sharing way too much shit as humans. rideshares, airbnb, electric scooters, opinions",-0.2023,0.12,0.726,0.154
"There is currently a ""Death to Peter"" chant going on in our airbnb #TheBachelor",-0.5994,0.0,0.755,0.245
"Are you ready? Hannah and Crystal's Road Trip Adventure Episode 6 is live! Salem, Sleepy Hollow, New York, airbnb tips and the announcement of where we're gonna live!! Watch the full episode here: https://crystalsimagination.com/roadtrip/ Clip below!",0.7156,0.153,0.847,0.0
Who knew @Airbnb supports HK independence?,0.3612,0.333,0.667,0.0
Achievement unlocked!,0.0,0.0,1.0,0.0
"who is doing it like me ? #YikesStreamingParty #YikesOutNow p.s. please excuse my messy room, I’m renting an airbnb Listen to #Yikes here https://music.apple.com/us/album/yikes/1498162173?i=1498162598",0.4515,0.231,0.68,0.089
"Sigh. @ScienceTalkOrg in Portland is canceled, which is understandable given the current #COVIDー19 situation. However, now I'm losing almost $700... on a PhD stipend. Largely due to a non-refundable @HiltonHotels reservation Guess I'll only book @Airbnb from now on ",-0.3612,0.028,0.904,0.067
"Apparently the fat vile eternally celibate one on another station is once again slagging me off daily, this time saying that apparently I’m ‘annoyed’ Brexit’s affecting my Airbnb business. Very accurate apart from my not being annoyed, and not having an Airbnb biz. Tragic.",-0.711,0.043,0.815,0.141
Great to see how easy @Airbnb makes it to cancel a reservation to places most affected by the pandemic. ,0.6258,0.281,0.562,0.156
"We don't really know how a lot of things will react to a recession, because those things didn't meaningfully exist during the last recession. Things like: - Uber - Shopify - AirBnB - Tesla* - Mattress in a box companies *Roadster launched '08. Mass market came post-recession",-0.3818,0.09,0.785,0.126
Hey @Airbnb @AirbnbHelp could you help me with this? I cancelled my airbnb to Israel since they're placing everyone in 14 days quarantine and I'm from Washington. I want a full refund and right now i'm still out over $700 for cancelling -- host won't give me the full refund ,-0.0129,0.078,0.842,0.079
bro who’d be down to Airbnb for LA pride ? ,0.34,0.231,0.769,0.0
Founded: 1847 Siemens 1865 Nokia 1876 Ericsson 1911 IBM 1928 Motorola 1938 Samsung 1939 HP 1946 Sony 1968 Intel 1975 Microsoft 1976 Apple 1984 Cisco & Dell 1994 Amazon 1997 Netflix 1998 Google 1999 Salesforce & Alibaba 2003 Tesla 2004 Facebook 2006 Twitter 2008 Airbnb 2009 Uber,0.1779,0.037,0.963,0.0
Airbnb is offering free temporary housing to those impacted by the Nashville tornadoes: https://trib.al/uUmbA2O,0.5106,0.202,0.798,0.0
"Pondering the story I just wrote about the difficulties for small businesses of going through the maze for a commercial-reno permit, I wondered if any city has ever tried a post-permit rating/commenting section, kind of like Airbnb so senior staff could hear stories directly.",0.0018,0.052,0.896,0.052
airbnb pajama game night friday details coming soon ,0.0,0.0,1.0,0.0
"Short-term rentals like @Airbnb have become hotbeds of horrendous illegal activities like sex trafficking and drug dealing, and despite their promises, these issues continue. Learn more about the serious problems created by short-term rentals, here: https://airbnbwatch.org/national-issues/",-0.7813,0.143,0.573,0.283
"#Airbnb and #renters - This thread &gt; A couple of housemates discover their landlord listed the other rooms in the house on Airbnb without telling them. The customers use the renters' toilet paper, internet, amenities, and even let their cats out, ""because they're allergic."" ",0.0,0.0,1.0,0.0
"[Calling Airbnb for the 2nd time to cancel my GDC booking] ABB: Sir, can you show any evidence or documentation that the convention was cancelled? Me: Aside from the multiple, international news stories about it? ABB: Yes, sir. Do you have any evidence? Me: ",-0.212,0.056,0.85,0.094
Airbnb hosts are advertising 'coronavirus-free' hideaways stocked with toilet paper and essentials amid rising panic in US cities ,-0.5106,0.0,0.837,0.163
"Not recouping lodging costs is going to be a huge expense for a lot of critics who are living review to review. @Airbnb is gonna have to figure this out, because that's not going to be the last major cancellation. ",0.0258,0.057,0.889,0.054
"With my oldest friends on a stag-do in Galway this weekend & found this next to our AirBnB, 2 years after we shot our first film nearby and 1 week before it’s in cinemas #loyalskins #calmwithhorses #freetreezy",0.4767,0.088,0.912,0.0
"I spent an hour writing a review for a place I stayed in for 1 night via airbnb, singing its praises while giving future tenants a detailed synopsis of what they can expect. Only once you submit are you able to see the place’s review about you. Their review: “Model guests.” ",0.7003,0.119,0.881,0.0
The airbnb we’re staying at has free mints! ,0.5562,0.339,0.661,0.0
Hopefully it won’t be another 100 years for a polymers-themed ACS... Confirmed refund of #ACSPhilly registration Now waiting for an official announcement to try and get @Airbnb @AirbnbHelp refunded 100% instead of 50%,0.4019,0.08,0.92,0.0
This @Airbnb near Arizona's Saguaro National Park is what millennial dreams are made of: http://cntrvlr.co/XoJVWTR,0.4019,0.162,0.838,0.0
"Let's Celebrate together! Share a selfie of the ""Holi Party Celebration at your Apartment"" and win exciting gifts! #holi #happyholi #holi2020 #holicelebration #indians #indianfestival #festivalofcolours #selfie #propertymaintenance #Airbnb #propertymanagment #countryhome",0.9449,0.403,0.597,0.0
Visiting my new co-workers at the Philosophical Faculty in Joensuu! So great to plan for future collaboration - stay tuned for some very cool assessment and feedback research! The city’s been welcoming as always. This was awaiting me at my airbnb #PhDlife,0.9066,0.229,0.771,0.0
You know the vybz (Some girls were leaving the AirBnB and had leftover alcohol so they just gave us this bottle) ,0.0,0.0,1.0,0.0
If the survivors of the dot com bubble were $GOOG $AMZN and the mortgage crisis brought us $UBER @Airbnb I’m excited for what 2020 crisis will bring,-0.7783,0.069,0.694,0.237
"Whatever decisions TEP makes regarding TharnType fanmeet in Manila, they probably put their best interest in it. I wish they did postpone it, I spent a lot on flights + airbnb but if it comes to both artists + fans safety, I rather have it be postpone for all of our safety ):",0.7469,0.229,0.646,0.124
"The apps now free, to celebrate here’s an Aurora from the best @Airbnb in Iceland @SonyUK @StormHour @B_Ubiquitous https://play.google.com/store/apps/details?id=com.liveauroranetworkapp&amp;hl=en_GB https://apps.apple.com/gb/app/live-aurora-iceland-norway/id1477487404",0.9042,0.397,0.603,0.0
Oh do FO to the Sunshine Home in Palestine u nobody How does ur wife get away with paying low wages? Has ur son figured out how to pay creditors for a lost investment in his misuse of NHS AirBnB on a council house! Dark secrets jeremy,-0.2244,0.065,0.811,0.124
Yglesias March AirBNB revenue down 100% year-on-year after cancellations this weekend.,0.0,0.0,1.0,0.0
"Most recent AirBnb guest review “though this neighborhood is on a rough side of town, I felt safe.” #gobacktotheburbsbub",0.0,0.0,1.0,0.0
"@InsideAirbnb Hello World. If you have rented an Airbnb home in the Netherlands in recent years, you can reclaim your service costs through the court. Is in violation of Dutch law. Read here: ",-0.4939,0.0,0.909,0.091
Almost one year later and the place is still listed in the Airbnb link on that thread. @airbnb should have taken it down and blacklisted this “host”. Truly disgusting.,-0.128,0.087,0.811,0.102
This is an eye opening thread. Is there an “Airbnb regeneration effect” that is distorting the market? ,-0.2732,0.0,0.884,0.116
AirBNB is basically destroying housing markets in some areas. building owners make more money running these than renting apartments causing a shortage. Maybe cities will wise up and ban AirBnB or classify any unit under AirBNB a hotel for tax and building codes.,-0.7269,0.063,0.751,0.187
Hi @Airbnb_uk we understand why people want to visit our amazing historic central London area but your Newington Estate host is causing misery with late night loud parties - sort it out please! @MPSNewington @Netra2016,0.5093,0.233,0.653,0.114
"Great business idea: AirDnD. It's like Airbnb except instead of renting out to vacationers, homeowners rent out their basements for nerds to play Dungeons and Dragons in.",0.8402,0.273,0.727,0.0
"The European Commission has reached an agreement with Airbnb, Booking, Expedia Group and Tripadvisor on data sharing. ",0.7506,0.346,0.654,0.0
"Hey if we want full transparency at city hall, maybe you should disclose whether you’re a landlord and how much real estate you own and if you rent on Airbnb as well. While we’re at it, let’s weight input based on demographics. If you’re of an underrepresented group, more weight",0.34,0.067,0.933,0.0
finding an airbnb for nashville is so stressful ,-0.6418,0.0,0.623,0.377
airbnb but i told her it’s my mansion,0.0,0.0,1.0,0.0
"Besides getting yeeted out of our Airbnb, the last 48 hours were nothing short of amazing. Love my amigos",0.2796,0.173,0.7,0.127
"Also, I am never ever again using @Airbnb. Yes you have a policy and yet you deny escalation of a problem because you want to function as a bureaucratic system to make the user give up and you profit from it. Bad news for you, I won't give up, I want my money back.",-0.34,0.142,0.709,0.149
"The Contra Costa County Board of Supervisors on Tuesday could pass a short-term rental ordinance regulating Airbnb-type rentals – in Contra Costa’s case, its first such ordinance governing such rentals. ",0.0,0.0,1.0,0.0
this is so Kafkaesque. waking up and finding out your house turned into an airbnb,0.0,0.0,1.0,0.0
Surreal day. Arrived in the desert at 10am. Full slate of prep for our @cdrysdaletennis events and tennis programming. Driving back to AirBNB and see the email. Devastating. This is one of the biggest weeks of the year for our business. Tournament did everything right.,-0.6486,0.0,0.911,0.089
"they’re like the middle person between developers and tenants/airbnb/whatever, and i guess their main function is to be the front line of racism",-0.3818,0.094,0.752,0.154
"Sleeper issue now is Airbnb’s. They have never been through a full cycle. Now, if travel and tourism die for a few months, they will have no cash flow. How does that investment property look now?",-0.7269,0.0,0.84,0.16
"1. Call the @airbnb host 2. Call airline 3. Cancel car rental 4. Cancel dog boarding 5. Cancel PTO 6. Make new plans for next week 7. Look forward to 2021 @BNPPARIBASOPEN Can’t even imagine all the scrambling going on....players, sponsors, vendors, reporters..etc.",-0.6124,0.0,0.87,0.13
"If @Airbnb isn’t planning on fully refunding reservations due to the cancellation of #SXSW by the city of Austin, I’ll gladly go back to booking hotels and you should too. At least they fold my towels. Please RT",0.5719,0.115,0.885,0.0
Just a head’s up for #SXSW folks looking for a refund from @Airbnb: Finally got through today &amp; the customer rep said they’re not fully refunding trips booked to Austin bc it’s not under a travel ban like China or Italy. It’s up to your hosts to decide if they want to refund you. ,0.6931,0.123,0.877,0.0
Oh phew. If it’s in Georgetown then it’s effectively quarantined,0.4404,0.244,0.756,0.0
ay @MTV needa bring back Real World and put 5 SoundCloud rappers and 5 onlyfans models in a 2 story AirBnB in the middle of the hood or 2 hours outside of LA for a month,0.0,0.0,1.0,0.0
Me in my Airbnb alone because my friends scared of a little rona!!! ,-0.3971,0.173,0.503,0.323
Airbnb off day WoW setup,0.5859,0.487,0.513,0.0
FUCK. @KimletGordon sounds HUGE. BRUTAL. AirBnB. Listening live on @BBC6Music @matadorrecords,-0.7925,0.151,0.398,0.451
Number of years since being founded: IBM: 109 years Disney: 97 years Microsoft: 45 years Apple: 44 years Amazon: 25 years Netflix: 23 years Google: 22 years Alibaba: 21 years Tesla: 17 years Facebook: 16 years Twitter: 14 years Airbnb: 12 years Uber: 11 years Snapchat: 9 years,0.25,0.062,0.938,0.0
Yall check out SONDER its like airbnb but its apt complexs renting condos out for the lowwww way better freedom /private and space ...beautiful ,0.9081,0.352,0.648,0.0
"After reading @WIRED staggering series of Airbnb stories, interesting to zoom in on individual 'places' in London. For example, here's a new, not-yet-complete neighbourhood of towers in Isle of Dogs - featuring 163 'entire homes' Airbnbs in a small area https://www.wired.co.uk/article/airbnb-london-short-term-rentals",0.4019,0.068,0.932,0.0
bitch thought I had a airbnb nawww baby this a air b.e.d pic.twitter.com/OJHrmAm4jP,-0.5859,0.0,0.703,0.297
"Hey y’all, I wanna announce that I’m going to Charlotte Regionals! I actually found insanely cheap flights! Normally this would be a very expensive regionals for ya boy. If anyone I know well has a spot in a hotel or Airbnb please DM me :)",0.7896,0.182,0.818,0.0
"I am staying in a beautifully quiet airbnb, but every now and again the virgin media box comes to life and makes a sound like a pained ghost burping, it is disconcerting.",-0.2617,0.154,0.662,0.183
Our Airbnb place in NY cancelled on us and I believe it’s because she saw my ID picture and seen that I was asian and thinks I have coronavirus..,-0.25,0.0,0.926,0.074
"""In Camden and Westminster, two of the London boroughs worst affected by the rise of short-term rentals, up to seven per cent of the total housing stock is advertised on Airbnb"" ",-0.6908,0.0,0.836,0.164
I can't stop thinking about the time that our airbnb hostess told us that she found our hair while cleaning and kept it and burned it that night in a candle and wonder what kind of weird spells she put on us.,-0.0271,0.045,0.907,0.048
Discovered the cutest Airbnb today https://www.airbnb.com/rooms/38620984 – at Lake Ol Bollosat,0.5859,0.297,0.703,0.0
"Crisis is an opportunity, companies founded in 2008/2009: Airbnb Cloudflare Github Nutanix PagerDuty Pinterest Sendgrid ＃ Slack Square Stripe Twilio Uber WhatsApp Yammer",-0.3182,0.104,0.743,0.152
"Sounds like the history of colonization, dude came home one day to find his house turned into an AirBnB",0.3612,0.122,0.878,0.0
"Can't wait to book my stay at this relaxing and cute Airbnb where I will certainly not awake in the middle of the night to find that the dolls have left their tea party and are standing above me, smiling hungrily, their knives glimmering in the moonlight! ",0.9342,0.27,0.73,0.0
For some reason I’m a lil suspicious of this Airbnb... ,-0.3612,0.0,0.762,0.238
"Oyo layoffs, Airbnb’s delayed IPO and the long-term quandary of investing in travel startups ",-0.2263,0.0,0.872,0.128
"This is the 66th reported @Airbnb shooting in North America since May 2019. As long as @Airbnb continues to rent unsupervised #STRs to unvetted renters, the wild parties &amp; violence that so often accompanies them will continue to occur. #EnoughWithThePartyHouses #AirbnbSucks",-0.34,0.059,0.852,0.09
"All French roommates who sharing the Airbnb are judging @mudeltabe for puting butter on a ""Pain au Chocolat"" THIS IS BAD SILLY BELGIUM GUY",-0.5994,0.149,0.61,0.242
"Used Airbnb 2 weeks ago. The apartment manager told me if I was out past 12am, they wouldn’t open gate for me ",0.0,0.0,1.0,0.0
Found the perfect airbnb to write... my manifesto ,0.5719,0.346,0.654,0.0
Top 8 has finished. Do you: A. Go back to the airbnb and play smash B. Follow @EBSJazzy into the gates of hell,-0.34,0.151,0.683,0.165
i called the airbnb host to ask for batteries for the amazon fire remote and she sounded so sleepy on the phone omg i ended up apologizing and told her to just pretend it was a dream ,-0.1027,0.098,0.767,0.135
Survey: like this tweet if you randomly look through Airbnb’s around the world,0.3612,0.172,0.828,0.0
Update: Airbnb sided with me over the host. Justice has been served. ,0.5267,0.236,0.764,0.0
"I really walked in the door of this AirBNB, thinking I’m finna have the best few hours sleep of my LIFE before this flight. Daylight Savings said NO MA’AM",0.3109,0.127,0.785,0.089
AirBnB should offer discounts to guests who take the time to turn off Motion Smoothing on hosts’ TVs.,0.0,0.0,1.0,0.0
I wonder if you can Airbnb this house cause if so I’m throwing a party with the xo homies lmao ,0.7823,0.3,0.7,0.0
If I threw any an Airbnb party who’d be down to come La area,0.4019,0.184,0.816,0.0
"I see Lambda School as a direct response to the student debt crisis with skin in the game tele-education. My bet is it is 10 years before they are Airbnb size, and expect they'll *make mistakes* along the way. That's ok.",-0.6597,0.049,0.804,0.147
This is the view from the living room and terrace of the Airbnb I booked today for a trip to Egypt I’m taking my dad on this fall. Pretty stoked. ,0.4939,0.106,0.894,0.0
Having a registered gun... responsible. casting women for video ... responsible. Returning clothes after video shoot. Responsible. (What most record labels do for videos) Shooting video in Airbnb . Budgeting. Also responsible. Renting cars for video.. (What most labels do),0.7003,0.206,0.74,0.054
@stayBoutiq is doing something special in the space.,0.4019,0.278,0.722,0.0
"Just cancelled a trip due to corona virus concerns and I’m pleased to say @Airbnb gave full refund even though I was past the refund date. Thanks @AirBnb, well done. Stay safe, y’all. The more we stay home, the faster we contain COVID 19.",0.8316,0.217,0.743,0.04
"It's kind of bizarre how many services can't cope with international moves. You'll have a complicated time with Google, Apple, AirBNB, Blizzard and pretty much anyone else you can think of if you move to a different country and want to keep your accounts.",0.228,0.098,0.846,0.056
omg when i stayed in an airbnb in california last year i left a note for the girl that lived in the house when people weren't renting it out and she just found it :') ,0.5106,0.096,0.904,0.0
"My first/only experience with @SonderStays was particularly bad. Inventory on website is completeyinaccurate, it takes multiple days to reach anyone etc.",-0.5709,0.046,0.795,0.159
Looking at this house in 77004 for potential AirBnb getting it stupid cheap.,-0.5267,0.0,0.779,0.221
".@Airbnb you guys have to refund sxsw filmmakers money, are you kidding me",0.1027,0.104,0.896,0.0
Yes @SonderStays by offering a curated version of a stay sort of a blend between predicability of a good hotel brand and freedom/flexibility of Airbnb.,0.6808,0.228,0.772,0.0
